pollster,date,sampleSize,marginError,dvalue,rvalue,Year,Type,state
UMass Lowell,2020-10-26 00:00:00,757.0,4.5,36.0,59.0,2020,Governor,New Hampshire
UNH*,2020-10-12 00:00:00,899.0,3.3,37.0,62.0,2020,Governor,New Hampshire
Boston Globe/Suffolk*,2020-10-12 00:00:00,500.0,4.4,31.0,55.0,2020,Governor,New Hampshire
Emerson,2020-10-01 00:00:00,700.0,3.6,40.0,55.0,2020,Governor,New Hampshire
UNH*,2020-09-28 00:00:00,972.0,3.1,37.0,55.0,2020,Governor,New Hampshire
UMass Lowell,2020-09-25 00:00:00,657.0,4.6,34.0,60.0,2020,Governor,New Hampshire
UNH*,2020-09-01 00:00:00,1889.0,2.3,33.0,57.0,2020,Governor,New Hampshire
UNH,2020-07-28 00:00:00,1893.0,2.2,28.0,59.0,2020,Governor,New Hampshire
UNH,2020-06-22 00:00:00,932.0,2.8,23.0,62.0,2020,Governor,New Hampshire
WeAskAmerica,2020-06-15 00:00:00,500.0,4.4,20.0,59.0,2020,Governor,New Hampshire
UNH,2020-05-18 00:00:00,788.0,3.2,21.0,61.0,2020,Governor,New Hampshire
UNH,2020-02-25 00:00:00,576.0,4.1,27.0,56.0,2020,Governor,New Hampshire
rcp_average,2023-12-12 20:20:00,,,35.5,58.0,2020,Governor,New Hampshire
rcp_average,2020-10-28 00:00:00,,,53.6,42.6,2020,Governor,North Carolina
East Carolina U.,2020-10-28 00:00:00,1103.0,3.4,54.0,43.0,2020,Governor,North Carolina
NBC News/Marist,2020-10-28 00:00:00,800.0,4.7,59.0,40.0,2020,Governor,North Carolina
NY Times/Siena*,2020-10-27 00:00:00,1034.0,3.7,51.0,42.0,2020,Governor,North Carolina
UMass Lowell,2020-10-26 00:00:00,911.0,4.2,54.0,42.0,2020,Governor,North Carolina
Emerson,2020-10-14 00:00:00,721.0,3.6,50.0,46.0,2020,Governor,North Carolina
East Carolina U.,2020-10-18 00:00:00,1155.0,3.4,53.0,44.0,2020,Governor,North Carolina
NY Times/Siena*,2020-10-13 00:00:00,627.0,4.5,51.0,37.0,2020,Governor,North Carolina
Monmouth*,2020-10-11 00:00:00,500.0,4.4,52.0,44.0,2020,Governor,North Carolina
PPP (D),2020-10-05 00:00:00,911.0,3.3,52.0,40.0,2020,Governor,North Carolina
East Carolina U.,2020-10-04 00:00:00,1232.0,3.2,53.0,40.0,2020,Governor,North Carolina
UMass Lowell,2020-09-25 00:00:00,921.0,4.1,54.0,41.0,2020,Governor,North Carolina
Civitas/Harper (R)*,2020-09-20 00:00:00,612.0,4.0,46.0,39.0,2020,Governor,North Carolina
NY Times/Siena*,2020-09-16 00:00:00,653.0,4.3,47.0,42.0,2020,Governor,North Carolina
USA Today/Suffolk*,2020-09-14 00:00:00,500.0,4.4,50.0,38.0,2020,Governor,North Carolina
WRAL-TV/SurveyUSA,2020-09-13 00:00:00,596.0,5.6,49.0,42.0,2020,Governor,North Carolina
CNN*,2020-09-13 00:00:00,787.0,4.4,53.0,44.0,2020,Governor,North Carolina
Monmouth*,2020-09-01 00:00:00,,4.9,51.0,42.0,2020,Governor,North Carolina
East Carolina U.,2020-08-30 00:00:00,1101.0,3.4,50.0,40.0,2020,Governor,North Carolina
East Carolina U.,2020-08-13 00:00:00,,3.2,52.0,38.0,2020,Governor,North Carolina
Civitas/Harper (R)*,2020-08-10 00:00:00,600.0,4.0,49.0,39.0,2020,Governor,North Carolina
Emerson,2020-08-10 00:00:00,673.0,3.8,50.0,44.0,2020,Governor,North Carolina
NBC News/Marist,2020-07-22 00:00:00,,4.0,58.0,38.0,2020,Governor,North Carolina
PPP (D),2020-06-23 00:00:00,,2.9,50.0,41.0,2020,Governor,North Carolina
East Carolina U.,2020-06-25 00:00:00,,3.4,49.0,38.0,2020,Governor,North Carolina
Gravis,2020-06-17 00:00:00,,3.9,46.0,46.0,2020,Governor,North Carolina
NY Times/Siena,2020-06-18 00:00:00,,4.1,50.0,39.0,2020,Governor,North Carolina
PPP (D),2020-06-03 00:00:00,,3.2,50.0,39.0,2020,Governor,North Carolina
Civitas/Harper (R)*,2020-05-28 00:00:00,500.0,4.4,49.0,37.0,2020,Governor,North Carolina
East Carolina U.,2020-05-09 00:00:00,,3.4,51.0,36.0,2020,Governor,North Carolina
WRAL-TV/SurveyUSA,2020-04-26 00:00:00,580.0,5.4,57.0,30.0,2020,Governor,North Carolina
PPP (D),2020-04-15 00:00:00,,2.8,50.0,36.0,2020,Governor,North Carolina
Civitas/Harper (R)*,2020-04-07 00:00:00,500.0,4.4,50.0,33.0,2020,Governor,North Carolina
East Carolina U.,2020-02-28 00:00:00,,3.2,49.0,41.0,2020,Governor,North Carolina
PPP (D),2020-06-18 00:00:00,,4.0,45.0,41.0,2020,Governor,North Carolina
Emerson,2020-06-03 00:00:00,,3.1,52.0,38.0,2020,Governor,North Carolina
PPP (D),2020-01-07 00:00:00,,3.6,47.0,35.0,2020,Governor,North Carolina
rcp_average,2023-12-12 20:20:00,,,53.6,42.6,2020,Governor,North Carolina
Y2 Analytics,2020-10-24 00:00:00,660.0,3.8,33.0,58.0,2020,Governor,Utah
Deseret/RMG Research*,2020-10-17 00:00:00,1000.0,3.1,26.0,50.0,2020,Governor,Utah
Y2 Analytics,2020-10-04 00:00:00,1214.0,2.8,29.0,55.0,2020,Governor,Utah
Deseret/RMG Research*,2020-09-12 00:00:00,1000.0,3.1,19.0,52.0,2020,Governor,Utah
Y2 Analytics,2023-12-12 20:20:00,660.0,3.8,33.0,58.0,2020,Governor,Utah
Vermont Public Radio*,2020-09-15 00:00:00,586.0,4.0,24.0,55.0,2020,Governor,Vermont
KING-TV/SurveyUSA,2020-10-12 00:00:00,591.0,5.2,54.0,40.0,2020,Governor,Washington
KOMO/Strategies 360,2020-09-14 00:00:00,,4.4,53.0,37.0,2020,Governor,Washington
KING-TV/SurveyUSA,2023-12-12 20:20:00,591.0,5.2,54.0,40.0,2020,Governor,Washington
rcp_average,2020-12-31 00:00:00,,,34.5,53.0,2020,Governor,West Virginia
WMOV*,2020-10-20 00:00:00,544.0,4.2,35.0,53.0,2020,Governor,West Virginia
MetroNews*,2020-10-06 00:00:00,450.0,4.6,34.0,53.0,2020,Governor,West Virginia
WMOV*,2020-09-30 00:00:00,,4.3,37.0,48.0,2020,Governor,West Virginia
rcp_average,2023-12-12 20:20:00,,,34.5,53.0,2020,Governor,West Virginia
CNN,2020-03-07 00:00:00,,,53.0,44.0,2020,Generic Congressional,
CNN,2020-10-26 00:00:00,886.0,,54.0,42.0,2020,Generic Congressional,
Economist/YouGov,2020-09-24 00:00:00,,,47.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-10-01 00:00:00,,,47.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-02-18 00:00:00,,,48.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-02-04 00:00:00,,,48.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-10-22 00:00:00,,,48.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-01-28 00:00:00,,,48.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-01-21 00:00:00,,,44.0,43.0,2020,Generic Congressional,
Economist/YouGov,2020-12-31 00:00:00,,,50.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-12-10 00:00:00,,,48.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-11-26 00:00:00,,,47.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-12-03 00:00:00,,,47.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-12-17 00:00:00,,,48.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-12-24 00:00:00,,,47.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-01-07 00:00:00,,,48.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-02-25 00:00:00,,,48.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-09-03 00:00:00,,,46.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-11-02 00:00:00,1363.0,,52.0,42.0,2020,Generic Congressional,
Economist/YouGov,2020-08-13 00:00:00,,,48.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-10-27 00:00:00,1365.0,,52.0,42.0,2020,Generic Congressional,
Economist/YouGov,2020-08-25 00:00:00,,,47.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-08-04 00:00:00,,,50.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-07-28 00:00:00,,,48.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-06-30 00:00:00,,,49.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-06-16 00:00:00,,,49.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-05-19 00:00:00,,,47.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-05-28 00:00:00,,,48.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-05-05 00:00:00,,,47.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-04-21 00:00:00,,,46.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-04-14 00:00:00,,,47.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-07-09 00:00:00,,,47.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-07-16 00:00:00,,,47.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-03-10 00:00:00,,,47.0,42.0,2020,Generic Congressional,
Economist/YouGov,2020-08-06 00:00:00,,,48.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-01-14 00:00:00,,,46.0,42.0,2020,Generic Congressional,
Economist/YouGov,2020-11-19 00:00:00,,,46.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-11-12 00:00:00,,,49.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-02-11 00:00:00,,,48.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-08-27 00:00:00,,,48.0,37.0,2020,Generic Congressional,
Economist/YouGov,2020-08-20 00:00:00,,,47.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-08-11 00:00:00,,,49.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-08-18 00:00:00,,,49.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-07-30 00:00:00,,,48.0,37.0,2020,Generic Congressional,
Economist/YouGov,2020-09-01 00:00:00,,,51.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-09-08 00:00:00,1057.0,,48.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-07-23 00:00:00,,,47.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-09-22 00:00:00,1124.0,,47.0,43.0,2020,Generic Congressional,
Economist/YouGov,2020-09-30 00:00:00,1350.0,,48.0,42.0,2020,Generic Congressional,
Economist/YouGov,2020-10-13 00:00:00,1333.0,,49.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-07-02 00:00:00,,,48.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-06-25 00:00:00,,,46.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-06-18 00:00:00,,,47.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-06-11 00:00:00,,,46.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-07-21 00:00:00,,,47.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-09-15 00:00:00,1062.0,,48.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-07-14 00:00:00,,,48.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-09-10 00:00:00,,,49.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-11-05 00:00:00,,,47.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-10-29 00:00:00,,,47.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-03-03 00:00:00,,,51.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-10-15 00:00:00,,,49.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-03-17 00:00:00,,,49.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-03-31 00:00:00,,,48.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-04-07 00:00:00,,,48.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-10-08 00:00:00,,,46.0,42.0,2020,Generic Congressional,
Economist/YouGov,2020-04-28 00:00:00,,,46.0,38.0,2020,Generic Congressional,
Economist/YouGov,2020-09-17 00:00:00,,,47.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-05-12 00:00:00,,,48.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-05-26 00:00:00,,,47.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-06-02 00:00:00,,,46.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-06-09 00:00:00,,,47.0,39.0,2020,Generic Congressional,
Economist/YouGov,2020-06-23 00:00:00,,,48.0,41.0,2020,Generic Congressional,
Economist/YouGov,2020-07-07 00:00:00,,,51.0,40.0,2020,Generic Congressional,
Economist/YouGov,2020-10-20 00:00:00,1344.0,,50.0,43.0,2020,Generic Congressional,
Emerson,2020-02-16 00:00:00,,,53.0,47.0,2020,Generic Congressional,
Emerson,2020-12-09 00:00:00,,,46.0,44.0,2020,Generic Congressional,
Emerson,2020-07-30 00:00:00,964.0,,46.0,41.0,2020,Generic Congressional,
Emerson,2020-01-21 00:00:00,,,52.0,48.0,2020,Generic Congressional,
GU Politics/Battleground,2020-04-04 00:00:00,,,42.0,37.0,2020,Generic Congressional,
GU Politics/Battleground,2020-08-06 00:00:00,1000.0,,50.0,44.0,2020,Generic Congressional,
GU Politics/Battleground,2020-10-10 00:00:00,1000.0,,48.0,42.0,2020,Generic Congressional,
Grinnell/Selzer,2020-08-30 00:00:00,827.0,,48.0,41.0,2020,Generic Congressional,
Grinnell/Selzer,2020-03-30 00:00:00,777.0,,50.0,41.0,2020,Generic Congressional,
Monmouth,2020-06-30 00:00:00,,,50.0,42.0,2020,Generic Congressional,
Monmouth,2020-05-04 00:00:00,,,52.0,42.0,2020,Generic Congressional,
Monmouth,2020-06-01 00:00:00,,,52.0,43.0,2020,Generic Congressional,
Monmouth,2020-09-27 00:00:00,809.0,,50.0,44.0,2020,Generic Congressional,
Monmouth,2020-09-08 00:00:00,758.0,,49.0,45.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-12-17 00:00:00,,,49.0,42.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-08-12 00:00:00,,,47.0,42.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-10-12 00:00:00,,,49.0,42.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-10-30 00:00:00,,,49.0,42.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-07-12 00:00:00,,,47.0,43.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-09-16 00:00:00,,,49.0,42.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-01-29 00:00:00,,,49.0,43.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-06-02 00:00:00,,,51.0,40.0,2020,Generic Congressional,
NBC News/Wall St. Jrnl,2020-10-31 00:00:00,,,48.0,43.0,2020,Generic Congressional,
NPR/PBS/Marist,2020-02-16 00:00:00,,,48.0,40.0,2020,Generic Congressional,
NPR/PBS/Marist,2020-08-11 00:00:00,,,49.0,43.0,2020,Generic Congressional,
NPR/PBS/Marist,2020-11-15 00:00:00,,,46.0,41.0,2020,Generic Congressional,
NPR/PBS/Marist,2020-10-08 00:00:00,,,43.0,40.0,2020,Generic Congressional,
PPP (D),2020-03-28 00:00:00,,,51.0,40.0,2020,Generic Congressional,
Politico/Morning Consult,2020-02-23 00:00:00,,,45.0,39.0,2020,Generic Congressional,
Politico/Morning Consult,2020-03-08 00:00:00,,,46.0,40.0,2020,Generic Congressional,
Politico/Morning Consult,2020-02-24 00:00:00,,,42.0,36.0,2020,Generic Congressional,
Politico/Morning Consult,2020-09-20 00:00:00,,,47.0,41.0,2020,Generic Congressional,
Politico/Morning Consult,2020-10-31 00:00:00,14663.0,,50.0,43.0,2020,Generic Congressional,
Politico/Morning Consult,2020-05-03 00:00:00,,,44.0,39.0,2020,Generic Congressional,
Politico/Morning Consult,2020-01-22 00:00:00,,,43.0,38.0,2020,Generic Congressional,
Politico/Morning Consult,2020-04-14 00:00:00,,,42.0,39.0,2020,Generic Congressional,
Politico/Morning Consult,2020-08-11 00:00:00,,,43.0,37.0,2020,Generic Congressional,
Politico/Morning Consult,2020-05-12 00:00:00,,,43.0,37.0,2020,Generic Congressional,
Politico/Morning Consult,2020-07-14 00:00:00,,,44.0,35.0,2020,Generic Congressional,
Politico/Morning Consult,2020-04-19 00:00:00,,,44.0,39.0,2020,Generic Congressional,
Politico/Morning Consult,2020-09-30 00:00:00,,,46.0,38.0,2020,Generic Congressional,
Politico/Morning Consult,2020-04-01 00:00:00,,,42.0,40.0,2020,Generic Congressional,
Politico/Morning Consult,2020-04-05 00:00:00,,,46.0,38.0,2020,Generic Congressional,
Politico/Morning Consult,2020-04-07 00:00:00,,,45.0,36.0,2020,Generic Congressional,
Politico/Morning Consult,2020-07-19 00:00:00,,,47.0,37.0,2020,Generic Congressional,
Politico/Morning Consult,2020-04-21 00:00:00,,,45.0,34.0,2020,Generic Congressional,
Politico/Morning Consult,2020-06-16 00:00:00,,,43.0,37.0,2020,Generic Congressional,
Politico/Morning Consult,2020-03-24 00:00:00,,,43.0,38.0,2020,Generic Congressional,
Politico/Morning Consult,2020-06-24 00:00:00,,,44.0,38.0,2020,Generic Congressional,
Politico/Morning Consult,2020-07-01 00:00:00,,,45.0,35.0,2020,Generic Congressional,
Politico/Morning Consult,2020-01-26 00:00:00,,,45.0,39.0,2020,Generic Congressional,
Politico/Morning Consult,2020-01-12 00:00:00,,,42.0,39.0,2020,Generic Congressional,
Politico/Morning Consult,2020-08-25 00:00:00,,,45.0,37.0,2020,Generic Congressional,
Politico/Morning Consult,2020-09-16 00:00:00,,,44.0,37.0,2020,Generic Congressional,
Politico/Morning Consult,2020-01-09 00:00:00,,,45.0,41.0,2020,Generic Congressional,
Politico/Morning Consult,2020-10-13 00:00:00,,,45.0,36.0,2020,Generic Congressional,
Politico/Morning Consult,2020-10-28 00:00:00,,,46.0,38.0,2020,Generic Congressional,
Politico/Morning Consult,2020-11-10 00:00:00,,,45.0,37.0,2020,Generic Congressional,
Politico/Morning Consult,2020-11-24 00:00:00,,,45.0,36.0,2020,Generic Congressional,
Politico/Morning Consult,2020-07-27 00:00:00,,,42.0,38.0,2020,Generic Congressional,
The Hill/HarrisX,2020-10-28 00:00:00,2359.0,,47.0,42.0,2020,Generic Congressional,
USA Today/Suffolk,2020-10-27 00:00:00,1000.0,,49.0,39.0,2020,Generic Congressional,
USA Today/Suffolk,2020-08-31 00:00:00,,,48.0,42.0,2020,Generic Congressional,
USA Today/Suffolk,2020-06-29 00:00:00,,,51.0,37.0,2020,Generic Congressional,
USA Today/Suffolk,2020-10-26 00:00:00,,,46.0,46.0,2020,Generic Congressional,
USC Dornsife,2020-11-02 00:00:00,5413.0,,53.0,45.0,2020,Generic Congressional,
rcp_average,2018-11-05 00:00:00,,,46.5,47.5,2018,Senate,Arizona
Trafalgar Group (R),2018-11-05 00:00:00,1217.0,2.8,45.0,47.0,2018,Senate,Arizona
ABC 15/OH Predictive Insights*,2018-11-03 00:00:00,631.0,4.0,48.0,49.0,2018,Senate,Arizona
HarrisX,2018-11-04 00:00:00,1400.0,2.6,45.0,48.0,2018,Senate,Arizona
Emerson*,2018-11-03 00:00:00,758.0,3.7,49.0,48.0,2018,Senate,Arizona
Gravis,2018-11-02 00:00:00,1165.0,2.9,46.0,47.0,2018,Senate,Arizona
FOX News,2018-10-29 00:00:00,643.0,3.5,46.0,46.0,2018,Senate,Arizona
HarrisX,2018-11-03 00:00:00,1400.0,2.6,43.0,49.0,2018,Senate,Arizona
Trafalgar Group (R),2018-11-01 00:00:00,2166.0,2.1,50.0,47.0,2018,Senate,Arizona
CNN,2018-10-29 00:00:00,702.0,4.4,51.0,47.0,2018,Senate,Arizona
NBC News/Marist,2018-10-27 00:00:00,506.0,5.4,50.0,44.0,2018,Senate,Arizona
CBS News/YouGov,2018-10-26 00:00:00,972.0,4.1,47.0,44.0,2018,Senate,Arizona
ABC 15/OH Predictive Insights*,2018-10-23 00:00:00,600.0,4.0,45.0,52.0,2018,Senate,Arizona
NY Times/Siena,2018-10-19 00:00:00,606.0,4.2,46.0,48.0,2018,Senate,Arizona
CBS News/YouGov,2018-10-05 00:00:00,898.0,,47.0,44.0,2018,Senate,Arizona
ABC 15/OH Predictive Insights,2018-10-02 00:00:00,600.0,4.0,41.0,47.0,2018,Senate,Arizona
FOX News,2018-10-02 00:00:00,716.0,3.5,47.0,45.0,2018,Senate,Arizona
Suffolk*,2018-09-30 00:00:00,500.0,4.4,45.0,42.0,2018,Senate,Arizona
Emerson*,2018-09-21 00:00:00,,4.4,45.0,39.0,2018,Senate,Arizona
NBC News/Marist,2018-09-20 00:00:00,564.0,4.7,48.0,45.0,2018,Senate,Arizona
CNN,2018-09-15 00:00:00,761.0,4.3,50.0,43.0,2018,Senate,Arizona
FOX News,2018-09-11 00:00:00,710.0,3.5,47.0,44.0,2018,Senate,Arizona
ABC 15/OH Predictive Insights,2018-09-06 00:00:00,597.0,4.0,46.0,49.0,2018,Senate,Arizona
Gravis,2018-09-07 00:00:00,882.0,5.3,48.0,49.0,2018,Senate,Arizona
ABC 15/OH Predictive Insights,2018-07-25 00:00:00,600.0,4.0,48.0,44.0,2018,Senate,Arizona
Gravis,2018-07-02 00:00:00,925.0,3.2,43.0,39.0,2018,Senate,Arizona
Emerson,2018-06-22 00:00:00,,4.0,40.0,32.0,2018,Senate,Arizona
NBC News/Marist,2018-06-21 00:00:00,,4.5,49.0,38.0,2018,Senate,Arizona
CBS News/YouGov,2018-06-22 00:00:00,869.0,,45.0,37.0,2018,Senate,Arizona
ABC 15/OH Predictive Insights,2018-04-11 00:00:00,600.0,4.0,48.0,42.0,2018,Senate,Arizona
OH Predictive Insights,2018-11-09 00:00:00,600.0,4.0,46.0,45.0,2018,Senate,Arizona
rcp_average,2023-12-12 20:18:00,,,46.5,47.5,2018,Senate,Arizona
rcp_average,2018-12-31 00:00:00,,,41.5,,2018,Senate,California
KABC/SurveyUSA,2018-11-05 00:00:00,806.0,4.7,50.0,,2018,Senate,California
Berkeley IGS,2018-10-26 00:00:00,1339.0,4.0,45.0,,2018,Senate,California
Emerson*,2018-10-19 00:00:00,671.0,4.1,41.0,,2018,Senate,California
PPIC,2018-10-21 00:00:00,989.0,4.2,43.0,,2018,Senate,California
Stanford/YouGov,2018-10-24 00:00:00,,3.1,36.0,,2018,Senate,California
KABC/SurveyUSA,2018-10-14 00:00:00,762.0,4.9,40.0,,2018,Senate,California
LA Times/USC,2018-10-14 00:00:00,794.0,4.0,44.0,,2018,Senate,California
PPIC,2018-09-18 00:00:00,964.0,4.4,40.0,,2018,Senate,California
PPIC,2018-07-17 00:00:00,1020.0,4.3,46.0,,2018,Senate,California
SurveyUSA,2018-06-27 00:00:00,559.0,5.9,46.0,,2018,Senate,California
LA Times/USC,2018-06-17 00:00:00,,4.0,36.0,,2018,Senate,California
rcp_average,2023-12-12 20:18:00,,,41.5,,2018,Senate,California
rcp_average,2018-12-31 00:00:00,,,55.5,39.5,2018,Senate,Connecticut
Gravis,2018-11-01 00:00:00,681.0,3.8,58.0,35.0,2018,Senate,Connecticut
Emerson,2018-10-29 00:00:00,780.0,3.7,55.0,35.0,2018,Senate,Connecticut
Quinnipiac,2018-10-28 00:00:00,1201.0,4.0,56.0,41.0,2018,Senate,Connecticut
Quinnipiac,2018-10-08 00:00:00,767.0,5.0,57.0,42.0,2018,Senate,Connecticut
Gravis,2018-08-27 00:00:00,606.0,4.0,54.0,37.0,2018,Senate,Connecticut
Quinnipiac,2018-08-21 00:00:00,,3.9,59.0,31.0,2018,Senate,Connecticut
rcp_average,2023-12-12 20:18:00,,,55.5,39.5,2018,Senate,Connecticut
University of Delaware*,2018-09-17 00:00:00,728.0,,61.0,24.0,2018,Senate,Delaware
Gravis,2018-07-29 00:00:00,884.0,3.3,47.0,39.0,2018,Senate,Delaware
University of Delaware*,2023-12-12 20:18:00,728.0,,61.0,24.0,2018,Senate,Delaware
rcp_average,2018-11-05 00:00:00,,,48.8,46.4,2018,Senate,Florida
Trafalgar Group (R),2018-11-05 00:00:00,1484.0,2.5,47.0,49.0,2018,Senate,Florida
St. Pete Polls,2018-11-04 00:00:00,3088.0,1.8,50.0,46.0,2018,Senate,Florida
Emerson,2018-11-03 00:00:00,748.0,3.7,50.0,45.0,2018,Senate,Florida
HarrisX,2018-11-04 00:00:00,1400.0,2.6,46.0,48.0,2018,Senate,Florida
Quinnipiac,2018-11-04 00:00:00,1142.0,3.5,51.0,44.0,2018,Senate,Florida
HarrisX,2018-11-03 00:00:00,1400.0,2.6,45.0,48.0,2018,Senate,Florida
St. Pete Polls,2018-11-02 00:00:00,2733.0,2.0,48.0,49.0,2018,Senate,Florida
Gravis,2018-11-02 00:00:00,753.0,3.6,50.0,47.0,2018,Senate,Florida
NBC News/Marist,2018-11-01 00:00:00,595.0,5.0,50.0,46.0,2018,Senate,Florida
St. Pete Polls,2018-10-31 00:00:00,2470.0,2.0,49.0,47.0,2018,Senate,Florida
Trafalgar Group (R),2018-10-30 00:00:00,2543.0,1.9,49.0,47.0,2018,Senate,Florida
USA Today/Suffolk,2018-10-28 00:00:00,500.0,4.4,45.0,43.0,2018,Senate,Florida
CNN,2018-10-29 00:00:00,781.0,4.3,49.0,47.0,2018,Senate,Florida
NY Times/Siena,2018-10-27 00:00:00,737.0,4.0,48.0,44.0,2018,Senate,Florida
CBS News/YouGov,2018-10-26 00:00:00,991.0,4.0,46.0,46.0,2018,Senate,Florida
UNF,2018-10-26 00:00:00,1045.0,3.0,47.0,46.0,2018,Senate,Florida
Gravis,2018-10-23 00:00:00,773.0,3.5,49.0,45.0,2018,Senate,Florida
St. Pete Polls,2018-10-21 00:00:00,1575.0,2.5,48.0,49.0,2018,Senate,Florida
WCTV-TV,2018-10-23 00:00:00,800.0,3.5,46.0,45.0,2018,Senate,Florida
Florida Atlantic University,2018-10-21 00:00:00,740.0,3.6,41.0,42.0,2018,Senate,Florida
Bay News 9/SurveyUSA,2018-10-21 00:00:00,665.0,5.0,49.0,41.0,2018,Senate,Florida
Quinnipiac,2018-10-21 00:00:00,1161.0,3.5,52.0,46.0,2018,Senate,Florida
CNN,2018-10-20 00:00:00,759.0,4.2,50.0,45.0,2018,Senate,Florida
St. Pete Polls,2018-10-16 00:00:00,1974.0,2.2,47.0,49.0,2018,Senate,Florida
St. Pete Polls,2018-09-30 00:00:00,2313.0,2.0,47.0,47.0,2018,Senate,Florida
WCTV-TV,2018-09-30 00:00:00,800.0,3.5,45.0,44.0,2018,Senate,Florida
Mason-Dixon,2018-09-27 00:00:00,815.0,3.5,47.0,46.0,2018,Senate,Florida
Quinnipiac,2018-09-24 00:00:00,888.0,4.0,53.0,46.0,2018,Senate,Florida
UNF,2018-09-19 00:00:00,603.0,4.0,45.0,45.0,2018,Senate,Florida
NBC News/Marist,2018-09-20 00:00:00,600.0,4.7,48.0,45.0,2018,Senate,Florida
Florida Atlantic University,2018-09-16 00:00:00,850.0,3.3,41.0,42.0,2018,Senate,Florida
Rasmussen Reports,2018-09-11 00:00:00,800.0,3.5,45.0,44.0,2018,Senate,Florida
SurveyUSA,2018-09-09 00:00:00,634.0,5.3,44.0,46.0,2018,Senate,Florida
Quinnipiac,2018-09-03 00:00:00,785.0,4.3,49.0,49.0,2018,Senate,Florida
Gravis,2018-08-30 00:00:00,1225.0,2.8,47.0,47.0,2018,Senate,Florida
